Course_ID,Course_Duration,Course_Duration_MOOC,Year,Courses_perYear,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Video_1H,Number_Video_2H,Number_video_3H,Number_Video_4H,Number_Quizz_1H,Number_Quizz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H
12830,23,5,2018,1810,1,3,1,1,3,0,1,0,0,0,3,0,0,0,0,0
12831,45,13,2018,1810,9,3,1,8,2,0,7,1,0,0,1,1,0,0,0,0
12832,10,6,2018,1810,4,2,0,2,1,0,1,0,1,0,0,1,0,0,0,0
12833,33,22,2018,1810,16,6,0,10,5,0,4,6,0,0,4,1,0,0,0,0
12834,38,13,2018,1810,9,3,1,3,2,0,0,1,1,1,1,1,0,0,0,0
12835,10,7,2018,1810,2,4,1,2,3,1,2,0,0,0,2,1,1,0,0,0
12836,26,9,2018,1810,4,4,1,3,4,0,2,1,0,0,4,0,0,0,0,0
12837,25,4,2018,1810,2,2,0,1,2,0,0,1,0,0,2,0,0,0,0,0
12838,29,28,2018,1810,17,8,3,6,5,3,0,2,3,1,2,3,3,0,0,0
12839,60,25,2018,1810,16,5,4,14,3,4,13,0,1,0,1,2,4,0,0,0
12840,36,3,2018,1810,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
12841,56,8,2018,1810,3,3,2,1,2,1,0,0,1,0,1,1,0,1,0,0
12842,32,19,2018,1810,7,9,3,5,6,2,3,2,0,0,3,3,1,1,0,0
12843,25,12,2018,1810,5,4,3,2,2,2,1,0,0,1,0,2,1,1,0,0
12844,74,24,2018,1810,15,6,3,10,4,2,7,2,0,1,2,2,1,1,0,0
12845,26,17,2018,1810,8,8,1,7,6,1,6,1,0,0,4,2,1,0,0,0
12846,79,17,2018,1810,12,5,0,5,3,0,1,1,3,0,1,2,0,0,0,0
12847,15,5,2018,1810,3,2,0,3,2,0,3,0,0,0,2,0,0,0,0,0
12848,61,30,2018,1810,11,16,3,3,15,2,0,0,1,2,14,1,1,1,0,0
12849,37,21,2018,1810,13,7,1,6,6,1,2,1,3,0,5,1,1,0,0,0
12850,10,6,2018,1810,3,2,1,3,1,0,3,0,0,0,0,1,0,0,0,0
12851,11,6,2018,1810,3,3,0,1,3,0,0,0,1,0,3,0,0,0,0,0
12852,10,7,2018,1810,4,3,0,3,2,0,2,1,0,0,1,1,0,0,0,0
12853,89,49,2018,1810,21,26,2,5,18,1,0,0,0,0,10,8,0,1,0,0
12855,10,6,2018,1810,2,3,1,2,3,1,2,0,0,0,3,0,1,0,0,0
12856,21,3,2018,1810,2,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0
12857,30,22,2018,1810,12,9,1,12,7,1,12,0,0,0,5,2,1,0,0,0
12858,29,23,2018,1810,16,6,1,13,5,0,11,1,1,0,4,1,0,0,0,0
12859,70,47,2018,1810,23,24,0,8,22,0,1,0,6,1,20,2,0,0,0,0
12860,31,20,2018,1810,6,12,2,5,12,1,4,1,0,0,12,0,0,1,0,0
12861,14,9,2018,1810,5,3,1,4,2,0,3,1,0,0,1,1,0,0,0,0
12862,29,7,2018,1810,2,4,1,1,2,1,0,1,0,0,0,2,1,0,0,0
12863,23,11,2018,1810,5,4,2,4,4,2,3,1,0,0,4,0,2,0,0,0
12864,28,3,2018,1810,2,1,0,2,1,0,2,0,0,0,1,0,0,0,0,0
12865,11,6,2018,1810,2,3,1,1,2,0,0,1,0,0,1,1,0,0,0,0
12866,75,31,2018,1810,21,9,1,12,7,1,7,1,4,0,5,2,1,0,0,0
12867,16,7,2018,1810,4,2,1,4,2,1,4,0,0,0,2,0,1,0,0,0
12868,10,1,2018,1810,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12869,12,9,2018,1810,3,5,1,3,3,0,3,0,0,0,1,2,0,0,0,0
12870,60,51,2018,1810,26,21,4,19,14,2,16,1,0,2,7,7,1,0,1,0
12871,13,3,2018,1810,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
12872,37,21,2018,1810,12,5,4,7,4,4,5,0,1,1,3,1,4,0,0,0
12873,15,12,2018,1810,6,4,2,6,2,1,6,0,0,0,0,2,0,1,0,0
12874,40,8,2018,1810,5,3,0,4,2,0,3,1,0,0,1,1,0,0,0,0
12875,70,52,2018,1810,24,26,2,23,13,1,22,1,0,0,0,13,0,1,0,0
12876,31,29,2018,1810,8,17,4,3,10,3,0,1,2,0,3,7,2,1,0,0
12877,21,20,2018,1810,9,8,3,3,5,2,0,0,3,0,2,3,1,1,0,0
12879,22,14,2018,1810,8,4,2,4,3,1,0,4,0,0,2,1,0,1,0,0
12880,88,10,2018,1810,5,4,1,4,2,1,3,1,0,0,0,2,1,0,0,0
12881,18,1,2018,1810,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12882,29,19,2018,1810,13,6,0,4,4,0,1,0,0,3,2,2,0,0,0,0
12883,28,6,2018,1810,3,2,1,3,1,1,3,0,0,0,0,1,1,0,0,0
12884,24,1,2018,1810,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12885,90,56,2018,1810,35,19,2,10,16,1,0,2,1,7,13,3,0,1,0,0
12886,28,21,2018,1810,11,9,1,6,8,1,4,0,1,1,7,1,1,0,0,0
12887,26,14,2018,1810,6,6,2,4,4,2,3,0,1,0,2,2,2,0,0,0
12888,72,4,2018,1810,1,2,1,1,2,1,1,0,0,0,2,0,1,0,0,0
12889,78,51,2018,1810,19,30,2,13,28,2,9,2,2,0,26,2,2,0,0,0
12890,89,59,2018,1810,38,21,0,14,14,0,4,0,6,4,7,7,0,0,0,0
12891,13,2,2018,1810,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
12892,26,12,2018,1810,5,6,1,2,5,0,1,0,0,1,4,1,0,0,0,0
12893,14,2,2018,1810,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12894,33,12,2018,1810,4,5,3,4,5,2,4,0,0,0,5,0,1,1,0,0
12895,14,7,2018,1810,4,3,0,1,2,0,0,0,0,1,1,1,0,0,0,0
12896,26,20,2018,1810,6,11,3,5,8,3,4,1,0,0,5,3,3,0,0,0
12897,10,6,2018,1810,2,3,1,1,2,0,0,1,0,0,1,1,0,0,0,0
12898,11,7,2018,1810,4,2,1,4,1,0,4,0,0,0,0,1,0,0,0,0
12899,42,5,2018,1810,2,2,1,1,2,0,0,1,0,0,2,0,0,0,0,0
12900,32,18,2018,1810,9,5,4,9,5,1,9,0,0,0,5,0,0,0,0,1
12901,14,10,2018,1810,5,3,2,2,2,1,1,0,0,1,1,1,0,1,0,0
12902,88,37,2018,1810,17,20,0,10,11,0,6,1,3,0,2,9,0,0,0,0
12903,20,8,2018,1810,4,3,1,3,3,1,2,1,0,0,3,0,1,0,0,0
12904,69,6,2018,1810,4,2,0,2,1,0,0,2,0,0,0,1,0,0,0,0
12905,15,13,2018,1810,8,3,2,2,2,2,0,0,0,2,1,1,2,0,0,0
12906,15,10,2018,1810,3,4,3,1,4,2,0,0,1,0,4,0,1,1,0,0
12907,17,12,2018,1810,7,3,2,2,2,1,0,0,1,1,1,1,0,1,0,0
12908,12,1,2018,1810,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12909,25,6,2018,1810,3,3,0,1,2,0,0,0,1,0,1,1,0,0,0,0
12910,35,10,2018,1810,5,3,2,4,2,2,3,1,0,0,1,1,2,0,0,0
12911,68,37,2018,1810,24,13,0,8,9,0,0,4,0,4,5,4,0,0,0,0
12912,15,6,2018,1810,2,3,1,1,3,1,0,1,0,0,3,0,1,0,0,0
12915,32,5,2018,1810,1,3,1,1,2,1,1,0,0,0,1,1,1,0,0,0
12916,25,23,2019,1955,9,10,4,6,7,2,5,0,0,1,4,3,1,0,1,0
12917,30,1,2019,1955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12918,40,23,2019,1955,15,5,3,5,5,1,0,1,3,1,5,0,0,0,1,0
12919,90,34,2019,1955,14,17,3,9,11,2,6,2,0,1,5,6,1,1,0,0
12920,71,42,2019,1955,25,14,3,8,9,1,2,0,1,5,4,5,0,0,1,0
12921,48,26,2019,1955,13,11,2,11,8,1,10,0,1,0,5,3,0,1,0,0
12922,39,34,2019,1955,12,20,2,4,19,1,1,0,1,2,18,1,0,1,0,0
12923,11,9,2019,1955,6,2,1,6,1,1,6,0,0,0,0,1,1,0,0,0
12924,20,19,2019,1955,8,10,1,7,7,1,6,1,0,0,4,3,1,0,0,0
12925,14,1,2019,1955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12926,27,23,2019,1955,17,4,2,5,2,2,0,0,3,2,0,2,2,0,0,0
12928,23,15,2019,1955,5,6,4,4,5,1,3,1,0,0,4,1,0,0,0,1
12929,32,4,2019,1955,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0
12930,35,19,2019,1955,6,10,3,4,6,1,2,2,0,0,2,4,0,0,1,0
12931,25,18,2019,1955,4,11,3,1,6,3,0,0,0,1,1,5,3,0,0,0
12932,19,6,2019,1955,4,2,0,2,2,0,1,0,1,0,2,0,0,0,0,0
12933,22,4,2019,1955,1,2,1,1,2,0,1,0,0,0,2,0,0,0,0,0
12934,11,11,2019,1955,3,5,3,1,4,1,0,0,1,0,3,1,0,0,1,0
12935,29,14,2019,1955,7,5,2,5,3,1,3,2,0,0,1,2,0,1,0,0
12936,87,23,2019,1955,14,6,3,4,6,2,0,1,0,3,6,0,1,1,0,0
12937,18,5,2019,1955,1,3,1,1,3,0,1,0,0,0,3,0,0,0,0,0
12938,37,22,2019,1955,12,7,3,12,6,2,12,0,0,0,5,1,1,1,0,0
12939,28,21,2019,1955,8,12,1,6,10,0,5,0,1,0,8,2,0,0,0,0
12940,66,53,2019,1955,22,30,1,7,18,1,2,0,0,5,6,12,1,0,0,0
12941,30,11,2019,1955,7,3,1,5,2,1,4,0,1,0,1,1,1,0,0,0
12942,10,2,2019,1955,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
12944,12,7,2019,1955,5,2,0,4,1,0,3,1,0,0,0,1,0,0,0,0
12945,11,6,2019,1955,2,3,1,1,3,0,0,1,0,0,3,0,0,0,0,0
12946,11,5,2019,1955,3,2,0,2,2,0,1,1,0,0,2,0,0,0,0,0
12947,21,13,2019,1955,4,5,4,3,5,2,2,1,0,0,5,0,0,2,0,0
12948,42,6,2019,1955,4,2,0,2,2,0,1,0,1,0,2,0,0,0,0,0
12949,17,5,2019,1955,2,2,1,2,1,0,2,0,0,0,0,1,0,0,0,0
12950,61,34,2019,1955,19,12,3,8,8,2,2,1,5,0,4,4,1,1,0,0
12951,14,4,2019,1955,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0
12952,50,31,2019,1955,11,18,2,5,9,1,2,1,1,1,0,9,0,1,0,0
12953,11,5,2019,1955,2,2,1,1,1,1,0,1,0,0,0,1,1,0,0,0
12954,15,8,2019,1955,4,3,1,3,2,1,2,1,0,0,1,1,1,0,0,0
12955,63,50,2019,1955,29,20,1,17,14,0,12,0,3,2,8,6,0,0,0,0
12956,18,18,2019,1955,11,4,3,4,4,2,1,0,2,1,4,0,1,1,0,0
12957,11,4,2019,1955,1,2,1,1,2,1,1,0,0,0,2,0,1,0,0,0
12958,15,12,2019,1955,4,5,3,4,4,2,4,0,0,0,3,1,1,1,0,0
12959,51,3,2019,1955,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
12960,13,10,2019,1955,7,2,1,4,2,1,2,1,1,0,2,0,1,0,0,0
12961,14,5,2019,1955,1,3,1,0,2,1,0,0,0,0,1,1,1,0,0,0
12962,34,20,2019,1955,7,11,2,4,9,2,3,0,0,1,7,2,2,0,0,0
12963,10,4,2019,1955,1,2,1,1,2,0,1,0,0,0,2,0,0,0,0,0
12964,13,5,2019,1955,2,3,0,1,2,0,0,1,0,0,1,1,0,0,0,0
12965,13,8,2019,1955,6,2,0,4,2,0,2,2,0,0,2,0,0,0,0,0
12966,31,24,2019,1955,17,5,2,12,5,1,9,2,0,1,5,0,0,1,0,0
12967,26,20,2019,1955,9,9,2,6,7,2,3,3,0,0,5,2,2,0,0,0
12968,48,41,2019,1955,20,18,3,20,17,3,20,0,0,0,16,1,3,0,0,0
12969,13,6,2019,1955,2,3,1,2,2,0,2,0,0,0,1,1,0,0,0,0
12970,37,28,2019,1955,12,14,2,12,7,1,12,0,0,0,0,7,0,1,0,0
12971,14,2,2019,1955,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
12972,33,15,2019,1955,5,7,3,5,7,2,5,0,0,0,7,0,1,1,0,0
12973,60,16,2019,1955,8,7,1,8,7,1,8,0,0,0,7,0,1,0,0,0
12974,29,20,2019,1955,12,7,1,5,6,1,1,1,3,0,5,1,1,0,0,0
12975,61,15,2019,1955,3,9,3,1,9,2,0,0,1,0,9,0,1,1,0,0
12976,13,2,2019,1955,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
12977,13,5,2019,1955,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0
12978,25,1,2019,1955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12979,51,39,2019,1955,23,14,2,16,10,1,10,5,1,0,6,4,0,1,0,0
12980,56,5,2019,1955,2,3,0,1,2,0,0,1,0,0,1,1,0,0,0,0
12981,64,37,2019,1955,21,14,2,21,9,1,21,0,0,0,4,5,0,1,0,0
12982,32,20,2019,1955,12,8,0,7,7,0,4,2,0,1,6,1,0,0,0,0
12983,17,14,2019,1955,8,4,2,5,3,1,2,3,0,0,2,1,0,1,0,0
12984,84,64,2019,1955,37,26,1,37,15,1,37,0,0,0,4,11,1,0,0,0
12985,30,4,2019,1955,3,1,0,3,1,0,3,0,0,0,1,0,0,0,0,0
12986,27,12,2019,1955,5,5,2,3,5,2,2,0,1,0,5,0,2,0,0,0
12987,26,4,2019,1955,1,2,1,1,2,1,1,0,0,0,2,0,1,0,0,0
12988,27,12,2019,1955,6,6,0,2,5,0,0,0,2,0,4,1,0,0,0,0
12989,75,70,2019,1955,45,24,1,35,16,0,27,6,2,0,8,8,0,0,0,0
12990,10,7,2019,1955,3,3,1,1,2,1,0,0,1,0,1,1,1,0,0,0
12991,11,2,2019,1955,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12992,88,23,2019,1955,8,13,2,5,11,2,4,0,0,1,9,2,2,0,0,0
12993,18,12,2019,1955,4,5,3,3,4,1,2,1,0,0,3,1,0,0,1,0
12994,58,17,2019,1955,12,3,2,3,2,1,0,0,0,3,1,1,0,1,0,0
12995,12,10,2019,1955,3,5,2,1,4,1,0,0,1,0,3,1,0,1,0,0
12996,89,63,2019,1955,42,19,2,32,17,1,27,0,5,0,15,2,0,1,0,0
12997,11,11,2019,1955,6,4,1,4,3,1,3,0,1,0,2,1,1,0,0,0
12998,30,8,2019,1955,4,3,1,2,3,1,1,0,1,0,3,0,1,0,0,0
12999,13,2,2019,1955,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
13000,41,12,2019,1955,4,7,1,1,5,1,0,0,0,1,3,2,1,0,0,0
13001,12,11,2019,1955,5,6,0,2,6,0,0,1,1,0,6,0,0,0,0,0
13002,39,33,2019,1955,15,16,2,12,16,1,10,1,1,0,16,0,0,1,0,0
13003,32,28,2019,1955,20,6,2,15,5,2,12,1,2,0,4,1,2,0,0,0
13004,31,6,2019,1955,3,3,0,2,3,0,1,1,0,0,3,0,0,0,0,0
13005,40,16,2019,1955,8,7,1,6,5,1,4,2,0,0,3,2,1,0,0,0
13006,67,27,2019,1955,12,14,1,10,13,1,8,2,0,0,12,1,1,0,0,0
13008,15,12,2019,1955,4,6,2,4,6,1,4,0,0,0,6,0,0,1,0,0
13009,11,7,2019,1955,2,3,2,1,3,1,0,1,0,0,3,0,0,1,0,0
13010,34,6,2019,1955,2,3,1,1,2,0,0,1,0,0,1,1,0,0,0,0
13011,21,21,2019,1955,7,12,2,3,9,2,1,1,0,1,6,3,2,0,0,0
13012,77,11,2019,1955,4,6,1,2,4,1,1,0,1,0,2,2,1,0,0,0
13013,29,8,2019,1955,4,3,1,2,2,1,1,0,1,0,1,1,1,0,0,0
13014,10,4,2019,1955,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0
13016,14,5,2019,1955,4,1,0,3,1,0,2,1,0,0,1,0,0,0,0,0
13017,37,17,2019,1955,13,3,1,11,2,1,9,2,0,0,1,1,1,0,0,0
13018,10,6,2019,1955,3,3,0,3,2,0,3,0,0,0,1,1,0,0,0,0
13019,58,10,2019,1955,3,5,2,2,4,1,1,1,0,0,3,1,0,1,0,0
13020,15,8,2019,1955,3,3,2,2,2,2,1,1,0,0,1,1,2,0,0,0
13021,55,44,2019,1955,26,14,4,24,8,3,23,0,1,0,2,6,2,1,0,0
13022,11,5,2019,1955,3,2,0,3,2,0,3,0,0,0,2,0,0,0,0,0
13023,14,8,2019,1955,4,4,0,2,3,0,1,0,1,0,2,1,0,0,0,0
13024,30,16,2019,1955,5,9,2,2,9,1,1,0,0,1,9,0,0,1,0,0
13025,29,14,2019,1955,7,4,3,2,3,1,0,0,1,1,2,1,0,0,1,0
13026,86,46,2019,1955,33,13,0,33,11,0,33,0,0,0,9,2,0,0,0,0
13027,14,9,2019,1955,4,4,1,3,2,1,2,1,0,0,0,2,1,0,0,0
13028,28,23,2019,1955,14,6,3,9,4,3,7,0,1,1,2,2,3,0,0,0
13029,12,6,2019,1955,2,3,1,1,2,1,0,1,0,0,1,1,1,0,0,0
13030,31,25,2019,1955,14,9,2,8,7,2,3,4,1,0,5,2,2,0,0,0
13031,17,9,2019,1955,6,2,1,4,1,1,3,0,1,0,0,1,1,0,0,0
13032,75,20,2019,1955,5,11,4,4,10,3,3,1,0,0,9,1,2,1,0,0
13033,34,7,2019,1955,2,3,2,1,3,2,0,1,0,0,3,0,2,0,0,0
13034,21,3,2019,1955,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
13035,33,2,2019,1955,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13036,46,29,2019,1955,15,13,1,14,11,0,13,1,0,0,9,2,0,0,0,0
13037,37,25,2019,1955,13,9,3,6,7,2,3,0,2,1,5,2,1,1,0,0
13038,53,25,2019,1955,16,7,2,16,6,2,16,0,0,0,5,1,2,0,0,0
13039,33,18,2019,1955,13,3,2,4,2,1,0,1,1,2,1,1,0,1,0,0
13040,39,14,2019,1955,9,4,1,8,3,1,7,1,0,0,2,1,1,0,0,0
13041,39,18,2019,1955,8,10,0,3,8,0,0,2,0,1,6,2,0,0,0,0
13042,36,8,2019,1955,3,4,1,1,3,1,0,0,1,0,2,1,1,0,0,0
13043,29,1,2019,1955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13044,36,35,2019,1955,25,7,3,17,4,2,11,4,2,0,1,3,1,1,0,0
13045,14,10,2019,1955,3,5,2,3,5,1,3,0,0,0,5,0,0,1,0,0
13046,36,23,2019,1955,9,13,1,7,10,1,6,0,1,0,7,3,1,0,0,0
13047,82,52,2019,1955,29,21,2,14,11,1,3,8,2,1,1,10,0,1,0,0
13048,45,21,2019,1955,10,9,2,8,6,1,7,0,1,0,3,3,0,1,0,0
13049,31,8,2019,1955,5,3,0,5,2,0,5,0,0,0,1,1,0,0,0,0
13050,36,9,2019,1955,2,5,2,2,4,1,2,0,0,0,3,1,0,1,0,0
13051,28,17,2019,1955,10,6,1,6,3,1,2,4,0,0,0,3,1,0,0,0
13052,16,6,2019,1955,4,2,0,2,2,0,1,0,1,0,2,0,0,0,0,0
13053,70,30,2019,1955,20,8,2,12,6,1,4,8,0,0,4,2,0,1,0,0
13054,36,35,2019,1955,12,21,2,5,18,1,2,1,0,2,15,3,0,1,0,0
13056,29,2,2019,1955,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
13057,20,12,2019,1955,6,6,0,2,5,0,0,0,2,0,4,1,0,0,0,0
13058,11,6,2019,1955,3,3,0,1,3,0,0,0,1,0,3,0,0,0,0,0
13059,12,11,2019,1955,3,6,2,3,6,1,3,0,0,0,6,0,0,1,0,0
13060,31,11,2019,1955,8,3,0,3,3,0,0,2,0,1,3,0,0,0,0,0
13061,40,36,2019,1955,21,14,1,14,9,0,8,5,1,0,4,5,0,0,0,0
13062,19,14,2019,1955,7,5,2,4,4,1,1,3,0,0,3,1,0,1,0,0
13063,83,58,2019,1955,25,32,1,14,23,0,8,3,1,2,14,9,0,0,0,0
13064,30,30,2019,1955,17,10,3,12,10,2,9,2,0,1,10,0,1,1,0,0
13065,12,10,2019,1955,3,4,3,1,4,3,0,0,1,0,4,0,3,0,0,0
13066,18,5,2019,1955,3,2,0,2,1,0,1,1,0,0,0,1,0,0,0,0
13067,15,2,2019,1955,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13068,61,49,2019,1955,20,26,3,16,21,3,14,1,0,1,16,5,3,0,0,0
13069,20,3,2019,1955,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
13070,33,3,2019,1955,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
13071,10,5,2019,1955,1,3,1,0,3,0,0,0,0,0,3,0,0,0,0,0
13072,69,21,2019,1955,9,11,1,8,10,1,7,1,0,0,9,1,1,0,0,0
13073,40,20,2019,1955,5,11,4,3,8,2,2,0,1,0,5,3,0,2,0,0
13074,36,36,2019,1955,11,22,3,9,17,2,8,0,1,0,12,5,1,1,0,0
13075,14,5,2019,1955,1,3,1,1,2,1,1,0,0,0,1,1,1,0,0,0
13076,75,52,2019,1955,24,25,3,13,17,2,5,5,3,0,9,8,1,1,0,0
13077,71,53,2019,1955,23,30,0,10,24,0,1,7,0,2,18,6,0,0,0,0
13078,19,2,2019,1955,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13079,10,7,2019,1955,4,3,0,1,2,0,0,0,0,1,1,1,0,0,0,0
13080,80,28,2019,1955,15,12,1,7,7,1,4,0,1,2,2,5,1,0,0,0
13081,28,4,2019,1955,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0
13082,14,14,2019,1955,10,3,1,5,2,1,1,3,1,0,1,1,1,0,0,0
13083,19,1,2019,1955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13084,32,27,2019,1955,16,11,0,12,11,0,10,1,0,1,11,0,0,0,0,0
13085,62,19,2019,1955,13,5,1,3,4,1,0,0,0,0,3,1,1,0,0,0
13086,22,7,2019,1955,3,3,1,1,2,0,0,0,1,0,1,1,0,0,0,0
13087,80,57,2019,1955,40,15,2,35,14,2,32,2,0,1,13,1,2,0,0,0
13088,28,8,2019,1955,2,4,2,1,3,2,0,1,0,0,2,1,2,0,0,0
13089,36,22,2019,1955,7,13,2,5,10,1,3,2,0,0,7,3,0,1,0,0
13090,27,25,2019,1955,18,7,0,17,5,0,16,1,0,0,3,2,0,0,0,0
13091,16,9,2019,1955,6,3,0,5,2,0,4,1,0,0,1,1,0,0,0,0
13092,13,9,2019,1955,4,5,0,3,3,0,2,1,0,0,1,2,0,0,0,0
13093,37,28,2019,1955,15,10,3,10,6,1,6,3,1,0,2,4,0,0,1,0
13094,34,10,2019,1955,7,3,0,5,3,0,3,2,0,0,3,0,0,0,0,0
13095,36,11,2019,1955,5,5,1,4,3,1,3,1,0,0,1,2,1,0,0,0
13096,56,46,2019,1955,26,18,2,19,9,1,13,5,1,0,0,9,0,1,0,0
13097,20,18,2019,1955,10,7,1,4,7,1,1,0,3,0,7,0,1,0,0,0
13098,77,60,2019,1955,41,18,1,39,9,1,38,0,1,0,0,9,1,0,0,0
13099,69,11,2019,1955,7,4,0,3,3,0,0,2,1,0,2,1,0,0,0,0
13100,34,26,2019,1955,9,16,1,4,14,1,0,3,1,0,12,2,1,0,0,0
13101,18,13,2019,1955,9,3,1,7,3,1,5,2,0,0,3,0,1,0,0,0
13102,17,14,2019,1955,7,5,2,7,5,2,7,0,0,0,5,0,2,0,0,0
13103,79,27,2019,1955,17,7,3,11,7,1,8,0,3,0,7,0,0,0,1,0
13104,15,3,2019,1955,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
13105,40,12,2019,1955,6,5,1,5,5,0,4,1,0,0,5,0,0,0,0,0
13106,30,5,2019,1955,2,2,1,1,2,1,0,1,0,0,2,0,1,0,0,0
13107,15,6,2019,1955,3,3,0,2,2,0,1,1,0,0,1,1,0,0,0,0
13108,39,9,2019,1955,6,3,0,4,2,0,3,0,1,0,1,1,0,0,0,0
13109,14,6,2019,1955,4,2,0,2,2,0,0,2,0,0,2,0,0,0,0,0
13110,15,1,2019,1955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13111,64,51,2019,1955,37,13,1,21,9,1,15,0,2,4,5,4,1,0,0,0
13112,17,5,2019,1955,2,2,1,2,2,1,2,0,0,0,2,0,1,0,0,0
13113,30,25,2019,1955,10,14,1,8,12,1,6,2,0,0,10,2,1,0,0,0
13114,33,6,2019,1955,3,2,1,2,1,1,1,1,0,0,0,1,1,0,0,0
13115,10,4,2019,1955,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0
13116,44,17,2019,1955,5,10,2,3,10,1,1,2,0,0,10,0,0,1,0,0
13118,34,29,2019,1955,10,16,3,8,15,2,7,0,1,0,14,1,1,1,0,0
13119,50,33,2019,1955,17,15,1,14,9,0,11,3,0,0,3,6,0,0,0,0
13120,85,69,2019,1955,42,24,3,42,13,2,42,0,0,0,2,11,1,1,0,0
13121,14,11,2019,1955,4,6,1,2,3,1,1,0,1,0,0,3,1,0,0,0
13122,40,20,2019,1955,14,4,2,12,4,1,10,2,0,0,4,0,0,1,0,0
13123,70,40,2019,1955,15,22,3,12,12,3,10,1,1,0,2,10,3,0,0,0
13124,19,1,2019,1955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13125,26,24,2019,1955,14,9,1,9,5,1,4,5,0,0,1,4,1,0,0,0
13126,83,18,2019,1955,7,10,1,3,10,1,1,1,0,1,10,0,1,0,0,0
13127,23,17,2019,1955,7,9,1,4,7,1,3,0,0,1,5,2,1,0,0,0
13128,10,8,2019,1955,2,4,2,2,2,1,2,0,0,0,0,2,0,1,0,0
13129,22,7,2019,1955,3,3,1,1,3,0,0,0,1,0,3,0,0,0,0,0
13130,15,13,2019,1955,7,6,0,7,4,0,7,0,0,0,2,2,0,0,0,0
13131,30,8,2019,1955,4,3,1,2,3,1,0,2,0,0,3,0,1,0,0,0
13132,22,1,2019,1955,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13133,33,14,2019,1955,6,8,0,5,6,0,4,1,0,0,4,2,0,0,0,0
13134,35,26,2019,1955,16,10,0,7,6,0,1,3,3,0,2,4,0,0,0,0
13135,38,33,2019,1955,23,9,1,15,5,1,10,2,3,0,1,4,1,0,0,0
13136,14,9,2019,1955,6,2,1,4,2,1,2,2,0,0,2,0,1,0,0,0
13137,22,6,2019,1955,3,2,1,1,1,1,0,0,1,0,0,1,1,0,0,0
13138,25,6,2019,1955,3,3,0,2,2,0,1,1,0,0,1,1,0,0,0,0
13139,35,22,2019,1955,14,5,3,7,5,2,3,2,1,1,5,0,1,1,0,0
13140,31,27,2019,1955,12,14,1,3,13,0,0,0,0,3,12,1,0,0,0,0
13141,73,9,2019,1955,7,2,0,3,2,0,1,0,2,0,2,0,0,0,0,0
13142,72,44,2019,1955,28,12,4,24,7,3,22,0,2,0,2,5,2,1,0,0
13143,50,44,2019,1955,23,18,3,11,11,2,7,0,0,4,4,7,1,1,0,0
13144,30,5,2019,1955,3,2,0,2,2,0,1,1,0,0,2,0,0,0,0,0
13145,14,3,2019,1955,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0
13146,46,34,2019,1955,22,11,1,17,11,1,13,3,1,0,11,0,1,0,0,0
